Time hh:mm:ss tt,Game Time ss.,Event
Time: 09:37:54 AM,Game Time: 199.0139,Water Flow Sensor percentage changed From:15.2% To: 15.3%
Time: 09:37:54 AM,Game Time: 199.0473,Water Flow Sensor percentage changed From:6.4% To: 6.5%
Time: 09:37:54 AM,Game Time: 199.0473,Water Flow Sensor percentage changed From:8% To: 8.1%
Time: 09:37:54 AM,Game Time: 199.0473,Water Flow Sensor percentage changed From:15.3% To: 15.7%
Time: 09:37:54 AM,Game Time: 199.0806,Water Flow Sensor percentage changed From:6.5% To: 6.6%
Time: 09:37:54 AM,Game Time: 199.1139,Water Flow Sensor percentage changed From:8.1% To: 8.3%
Time: 09:37:54 AM,Game Time: 199.1806,Water Flow Sensor percentage changed From:6.6% To: 6.7%
Time: 09:37:54 AM,Game Time: 199.1806,Water Flow Sensor percentage changed From:3.6% To: 3.7%
Time: 09:37:55 AM,Game Time: 199.2139,Water Flow Sensor percentage changed From:8.3% To: 8.5%
Time: 09:37:55 AM,Game Time: 199.2473,Water Flow Sensor percentage changed From:1.8% To: 1.9%
Time: 09:37:55 AM,Game Time: 199.2806,Water Flow Sensor percentage changed From:6.7% To: 6.8%
Time: 09:37:55 AM,Game Time: 199.2806,Water Flow Sensor percentage changed From:15.7% To: 16.2%
Time: 09:37:55 AM,Game Time: 199.3139,Water Flow Sensor percentage changed From:6.8% To: 6.9%
Time: 09:37:55 AM,Game Time: 199.3139,Water Flow Sensor percentage changed From:8.5% To: 8.6%
Time: 09:37:55 AM,Game Time: 199.4139,Water Flow Sensor percentage changed From:8.6% To: 8.7%
Time: 09:37:55 AM,Game Time: 199.4139,Water Flow Sensor percentage changed From:16.2% To: 16.3%
Time: 09:37:55 AM,Game Time: 199.4473,Water Flow Sensor percentage changed From:3.7% To: 3.8%
Time: 09:37:55 AM,Game Time: 199.4473,Water Flow Sensor percentage changed From:8.7% To: 8.8%
Time: 09:37:55 AM,Game Time: 199.4806,Water Flow Sensor percentage changed From:8.8% To: 8.9%
Time: 09:37:55 AM,Game Time: 199.5139,Water Flow Sensor percentage changed From:16.3% To: 16.6%
Time: 09:37:55 AM,Game Time: 199.5473,Water Flow Sensor percentage changed From:6.9% To: 7%
Time: 09:37:55 AM,Game Time: 199.5806,Water Flow Sensor percentage changed From:8.9% To: 9%
Time: 09:37:55 AM,Game Time: 199.5806,Water Flow Sensor percentage changed From:16.6% To: 16.9%
Time: 09:37:55 AM,Game Time: 199.6472,Water Flow Sensor percentage changed From:9% To: 9.1%
Time: 09:37:55 AM,Game Time: 199.6472,Water Flow Sensor percentage changed From:16.9% To: 17.1%
Time: 09:37:55 AM,Game Time: 199.6806,Water Flow Sensor percentage changed From:3.8% To: 3.9%
Time: 09:37:55 AM,Game Time: 199.6806,Water Flow Sensor percentage changed From:9.1% To: 9.2%
Time: 09:37:55 AM,Game Time: 199.7139,Water Flow Sensor percentage changed From:9.2% To: 9.3%
Time: 09:37:55 AM,Game Time: 199.7473,Water Flow Sensor percentage changed From:17.1% To: 17.5%
Time: 09:37:56 AM,Game Time: 199.8139,Water Flow Sensor percentage changed From:3.9% To: 4%
Time: 09:37:56 AM,Game Time: 199.8472,Water Flow Sensor percentage changed From:7% To: 7.1%
Time: 09:37:56 AM,Game Time: 199.8472,Water Flow Sensor percentage changed From:17.5% To: 17.7%
Time: 09:37:56 AM,Game Time: 199.8806,Water Flow Sensor percentage changed From:4% To: 4.1%
Time: 09:37:56 AM,Game Time: 199.8806,Water Flow Sensor percentage changed From:9.3% To: 9.4%
Time: 09:37:56 AM,Game Time: 199.8806,Water Flow Sensor percentage changed From:17.7% To: 18.1%
Time: 09:37:56 AM,Game Time: 199.9139,Water Flow Sensor percentage changed From:9.4% To: 9.5%
Time: 09:37:56 AM,Game Time: 199.9139,Water Flow Sensor percentage changed From:18.1% To: 18.2%
Time: 09:37:56 AM,Game Time: 199.9473,Water Flow Sensor percentage changed From:18.2% To: 18.4%
Time: 09:37:56 AM,Game Time: 199.9806,Water Flow Sensor percentage changed From:7.4% To: 7.5%
Time: 09:37:56 AM,Game Time: 199.9806,Water Flow Sensor percentage changed From:18.4% To: 18.6%
Time: 09:37:56 AM,Game Time: 200.0139,Water Flow Sensor percentage changed From:7.1% To: 7.2%
Time: 09:37:56 AM,Game Time: 200.0139,Water Flow Sensor percentage changed From:9.5% To: 9.6%
Time: 09:37:56 AM,Game Time: 200.0139,Water Flow Sensor percentage changed From:18.6% To: 18.7%
Time: 09:37:56 AM,Game Time: 200.0473,Water Flow Sensor percentage changed From:9.6% To: 9.7%
Time: 09:37:56 AM,Game Time: 200.0806,Water Flow Sensor percentage changed From:9.7% To: 9.9%
Time: 09:37:56 AM,Game Time: 200.0806,Water Flow Sensor percentage changed From:18.7% To: 18.9%
Time: 09:37:56 AM,Game Time: 200.1472,Water Flow Sensor percentage changed From:7.2% To: 7.3%
Time: 09:37:56 AM,Game Time: 200.1806,Water Flow Sensor percentage changed From:7.3% To: 7.4%
Time: 09:37:56 AM,Game Time: 200.1806,Water Flow Sensor percentage changed From:9.9% To: 10.1%
Time: 09:37:56 AM,Game Time: 200.2139,Water Flow Sensor percentage changed From:1.3% To: 1.4%
Time: 09:37:56 AM,Game Time: 200.2473,Water Flow Sensor percentage changed From:7.4% To: 7.5%
Time: 09:37:56 AM,Game Time: 200.2473,Water Flow Sensor percentage changed From:4.1% To: 4.2%
Time: 09:37:56 AM,Game Time: 200.2473,Water Flow Sensor percentage changed From:18.9% To: 19.2%
Time: 09:37:56 AM,Game Time: 200.2806,Water Flow Sensor percentage changed From:7.5% To: 7.6%
Time: 09:37:56 AM,Game Time: 200.2806,Water Flow Sensor percentage changed From:1.4% To: 1.5%
Time: 09:37:56 AM,Game Time: 200.2806,Water Flow Sensor percentage changed From:10.1% To: 10.3%
Time: 09:37:56 AM,Game Time: 200.2806,Water Flow Sensor percentage changed From:19.2% To: 19.3%
Time: 09:37:57 AM,Game Time: 200.3472,Water Flow Sensor percentage changed From:4.2% To: 4.3%
Time: 09:37:57 AM,Game Time: 200.3472,Water Flow Sensor percentage changed From:19.3% To: 19.5%
Time: 09:37:57 AM,Game Time: 200.3806,Water Flow Sensor percentage changed From:10.3% To: 10.5%
Time: 09:37:57 AM,Game Time: 200.3806,Water Flow Sensor percentage changed From:19.5% To: 19.9%
Time: 09:37:57 AM,Game Time: 200.5139,Water Flow Sensor percentage changed From:10.5% To: 10.6%
Time: 09:37:57 AM,Game Time: 200.5139,Water Flow Sensor percentage changed From:7.5% To: 7.6%
Time: 09:37:57 AM,Game Time: 200.5473,Water Flow Sensor percentage changed From:4.3% To: 4.4%
Time: 09:37:57 AM,Game Time: 200.5473,Water Flow Sensor percentage changed From:19.9% To: 20%
Time: 09:37:57 AM,Game Time: 200.5806,Water Flow Sensor percentage changed From:1.4% To: 1.5%
Time: 09:37:57 AM,Game Time: 200.6139,Water Flow Sensor percentage changed From:10.6% To: 10.7%
Time: 09:37:57 AM,Game Time: 200.6472,Water Flow Sensor percentage changed From:7.6% To: 7.7%
Time: 09:37:57 AM,Game Time: 200.6806,Water Flow Sensor percentage changed From:7.7% To: 7.9%
Time: 09:37:57 AM,Game Time: 200.6806,Water Flow Sensor percentage changed From:4.4% To: 4.5%
Time: 09:37:57 AM,Game Time: 200.6806,Water Flow Sensor percentage changed From:10.7% To: 10.9%
Time: 09:37:57 AM,Game Time: 200.6806,Water Flow Sensor percentage changed From:20% To: 20.2%
Time: 09:37:57 AM,Game Time: 200.7139,Water Flow Sensor percentage changed From:20.2% To: 20.3%
Time: 09:37:57 AM,Game Time: 200.7473,Water Flow Sensor percentage changed From:4.5% To: 4.6%
Time: 09:37:57 AM,Game Time: 200.7806,Water Flow Sensor percentage changed From:10.9% To: 11%
Time: 09:37:57 AM,Game Time: 200.8139,Water Flow Sensor percentage changed From:11% To: 11.1%
Time: 09:37:57 AM,Game Time: 200.8806,Water Flow Sensor percentage changed From:20.3% To: 20.7%
Time: 09:37:57 AM,Game Time: 200.9139,Water Flow Sensor percentage changed From:20.7% To: 21%
Time: 09:37:58 AM,Game Time: 200.9473,Water Flow Sensor percentage changed From:11.1% To: 11.2%
Time: 09:37:58 AM,Game Time: 201.0139,Water Flow Sensor percentage changed From:21% To: 21.3%
Time: 09:37:58 AM,Game Time: 201.0473,Water Flow Sensor percentage changed From:7.9% To: 8%
Time: 09:37:58 AM,Game Time: 201.0806,Water Flow Sensor percentage changed From:7.6% To: 7.7%
Time: 09:37:58 AM,Game Time: 201.1139,Water Flow Sensor percentage changed From:21.3% To: 21.6%
Time: 09:37:58 AM,Game Time: 201.1472,Water Flow Sensor percentage changed From:7.7% To: 7.8%
Time: 09:37:58 AM,Game Time: 201.1472,Water Flow Sensor percentage changed From:21.6% To: 21.9%
Time: 09:37:58 AM,Game Time: 201.2473,Water Flow Sensor percentage changed From:8% To: 8.1%
Time: 09:37:58 AM,Game Time: 201.3139,Water Flow Sensor percentage changed From:21.9% To: 22.3%
Time: 09:37:58 AM,Game Time: 201.3472,Water Flow Sensor percentage changed From:8.1% To: 8.2%
Time: 09:37:58 AM,Game Time: 201.3472,Water Flow Sensor percentage changed From:11.2% To: 11.3%
Time: 09:37:58 AM,Game Time: 201.3472,Water Flow Sensor percentage changed From:22.3% To: 22.4%
Time: 09:37:58 AM,Game Time: 201.3806,Water Flow Sensor percentage changed From:11.3% To: 11.5%
Time: 09:37:58 AM,Game Time: 201.3806,Water Flow Sensor percentage changed From:22.4% To: 22.6%
Time: 09:37:58 AM,Game Time: 201.4806,Water Flow Sensor percentage changed From:11.5% To: 11.6%
Time: 09:37:58 AM,Game Time: 201.4806,Water Flow Sensor percentage changed From:7.8% To: 7.9%
Time: 09:37:58 AM,Game Time: 201.5473,Water Flow Sensor percentage changed From:8.2% To: 8.3%
Time: 09:37:58 AM,Game Time: 201.5473,Water Flow Sensor percentage changed From:11.6% To: 11.7%
Time: 09:37:59 AM,Game Time: 201.5806,Water Flow Sensor percentage changed From:4.6% To: 4.7%
Time: 09:37:59 AM,Game Time: 201.5806,Water Flow Sensor percentage changed From:1.5% To: 1.6%
Time: 09:37:59 AM,Game Time: 201.6139,Water Flow Sensor percentage changed From:22.6% To: 22.8%
Time: 09:37:59 AM,Game Time: 201.6806,Water Flow Sensor percentage changed From:22.8% To: 23.3%
Time: 09:37:59 AM,Game Time: 201.7139,Water Flow Sensor percentage changed From:23.3% To: 23.4%
Time: 09:37:59 AM,Game Time: 201.7473,Water Flow Sensor percentage changed From:11.7% To: 11.9%
Time: 09:37:59 AM,Game Time: 201.7473,Water Flow Sensor percentage changed From:23.4% To: 23.5%
Time: 09:37:59 AM,Game Time: 201.7806,Water Flow Sensor percentage changed From:11.9% To: 12.1%
Time: 09:37:59 AM,Game Time: 201.7806,Water Flow Sensor percentage changed From:7.9% To: 8%
Time: 09:37:59 AM,Game Time: 201.8472,Water Flow Sensor percentage changed From:23.5% To: 24%
Time: 09:37:59 AM,Game Time: 201.8806,Water Flow Sensor percentage changed From:8.3% To: 8.4%
Time: 09:37:59 AM,Game Time: 201.8806,Water Flow Sensor percentage changed From:12.1% To: 12.2%
Time: 09:37:59 AM,Game Time: 201.9139,Water Flow Sensor percentage changed From:1.9% To: 2%
Time: 09:37:59 AM,Game Time: 201.9473,Water Flow Sensor percentage changed From:8.4% To: 8.5%
Time: 09:37:59 AM,Game Time: 201.9806,Water Flow Sensor percentage changed From:24% To: 24.2%
Time: 09:37:59 AM,Game Time: 202.0139,Water Flow Sensor percentage changed From:12.2% To: 12.3%
Time: 09:37:59 AM,Game Time: 202.1139,Water Flow Sensor percentage changed From:12.3% To: 12.4%
Time: 09:37:59 AM,Game Time: 202.1139,Water Flow Sensor percentage changed From:24.2% To: 24.7%
Time: 09:37:59 AM,Game Time: 202.1472,Water Flow Sensor percentage changed From:12.4% To: 12.5%
Time: 09:38:00 AM,Game Time: 202.1806,Water Flow Sensor percentage changed From:1.6% To: 1.7%
Time: 09:38:00 AM,Game Time: 202.2473,Water Flow Sensor percentage changed From:12.5% To: 12.7%
Time: 09:38:00 AM,Game Time: 202.2473,Water Flow Sensor percentage changed From:24.7% To: 25%
Time: 09:38:00 AM,Game Time: 202.2806,Water Flow Sensor percentage changed From:8.5% To: 8.7%
Time: 09:38:00 AM,Game Time: 202.2806,Water Flow Sensor percentage changed From:12.7% To: 12.8%
Time: 09:38:00 AM,Game Time: 202.3472,Water Flow Sensor percentage changed From:8.7% To: 8.8%
Time: 09:38:00 AM,Game Time: 202.3806,Water Flow Sensor percentage changed From:8.8% To: 8.9%
Time: 09:38:00 AM,Game Time: 202.3806,Water Flow Sensor percentage changed From:25% To: 25.1%
Time: 09:38:00 AM,Game Time: 202.4139,Water Flow Sensor percentage changed From:25.1% To: 25.9%
Time: 09:38:00 AM,Game Time: 202.4473,Water Flow Sensor percentage changed From:8.9% To: 9%
Time: 09:38:00 AM,Game Time: 202.4473,Water Flow Sensor percentage changed From:12.8% To: 12.9%
Time: 09:38:00 AM,Game Time: 202.4806,Water Flow Sensor percentage changed From:4.7% To: 4.8%
Time: 09:38:00 AM,Game Time: 202.5139,Water Flow Sensor percentage changed From:9% To: 9.1%
Time: 09:38:00 AM,Game Time: 202.5139,Water Flow Sensor percentage changed From:25.9% To: 26.1%
Time: 09:38:00 AM,Game Time: 202.5472,Water Flow Sensor percentage changed From:26.1% To: 26.2%
Time: 09:38:00 AM,Game Time: 202.5806,Water Flow Sensor percentage changed From:2% To: 2.1%
Time: 09:38:00 AM,Game Time: 202.5806,Water Flow Sensor percentage changed From:12.9% To: 13%
Time: 09:38:00 AM,Game Time: 202.5806,Water Flow Sensor percentage changed From:26.2% To: 26.5%
Time: 09:38:00 AM,Game Time: 202.6472,Water Flow Sensor percentage changed From:9.1% To: 9.2%
Time: 09:38:00 AM,Game Time: 202.6806,Water Flow Sensor percentage changed From:13% To: 13.1%
Time: 09:38:00 AM,Game Time: 202.6806,Water Flow Sensor percentage changed From:26.5% To: 27.2%
Time: 09:38:00 AM,Game Time: 202.7473,Water Flow Sensor percentage changed From:9.2% To: 9.3%
Time: 09:38:00 AM,Game Time: 202.7473,Water Flow Sensor percentage changed From:27.2% To: 27.6%
Time: 09:38:01 AM,Game Time: 202.7806,Water Flow Sensor percentage changed From:8% To: 8.1%
Time: 09:38:01 AM,Game Time: 202.8139,Water Flow Sensor percentage changed From:13.1% To: 13.3%
Time: 09:38:01 AM,Game Time: 202.8139,Water Flow Sensor percentage changed From:27.6% To: 27.7%
Time: 09:38:01 AM,Game Time: 202.8472,Water Flow Sensor percentage changed From:9.3% To: 9.5%
Time: 09:38:01 AM,Game Time: 202.8806,Water Flow Sensor percentage changed From:13.3% To: 13.5%
Time: 09:38:01 AM,Game Time: 202.9139,Water Flow Sensor percentage changed From:27.7% To: 27.8%
Time: 09:38:01 AM,Game Time: 202.9473,Water Flow Sensor percentage changed From:27.8% To: 28.5%
Time: 09:38:01 AM,Game Time: 202.9806,Water Flow Sensor percentage changed From:13.5% To: 13.6%
Time: 09:38:01 AM,Game Time: 203.0139,Water Flow Sensor percentage changed From:13.6% To: 13.7%
Time: 09:38:01 AM,Game Time: 203.0472,Water Flow Sensor percentage changed From:4.8% To: 4.9%
Time: 09:38:01 AM,Game Time: 203.0472,Water Flow Sensor percentage changed From:13.7% To: 13.8%
Time: 09:38:01 AM,Game Time: 203.0472,Water Flow Sensor percentage changed From:28.5% To: 28.8%
Time: 09:38:01 AM,Game Time: 203.0806,Water Flow Sensor percentage changed From:28.8% To: 31.3%
Time: 09:38:01 AM,Game Time: 203.1139,Water Flow Sensor percentage changed From:9.5% To: 9.6%
Time: 09:38:01 AM,Game Time: 203.1139,Water Flow Sensor percentage changed From:13.8% To: 13.9%
Time: 09:38:01 AM,Game Time: 203.1139,Water Flow Sensor percentage changed From:31.3% To: 32%
Time: 09:38:01 AM,Game Time: 203.1806,Water Flow Sensor percentage changed From:4.9% To: 5%
Time: 09:38:01 AM,Game Time: 203.1806,Water Flow Sensor percentage changed From:13.9% To: 14.1%
Time: 09:38:01 AM,Game Time: 203.2139,Water Flow Sensor percentage changed From:14.1% To: 14.2%
Time: 09:38:01 AM,Game Time: 203.2139,Water Flow Sensor percentage changed From:32% To: 35.2%
Time: 09:38:01 AM,Game Time: 203.2806,Water Flow Sensor percentage changed From:9.6% To: 9.7%
Time: 09:38:01 AM,Game Time: 203.2806,Water Flow Sensor percentage changed From:14.2% To: 14.3%
Time: 09:38:01 AM,Game Time: 203.346,Water Flow Sensor percentage changed From:5% To: 5.1%
Time: 09:38:01 AM,Game Time: 203.346,Water Flow Sensor percentage changed From:35.2% To: 35.9%
Time: 09:38:01 AM,Game Time: 203.3793,Water Flow Sensor percentage changed From:2.1% To: 2.2%
Time: 09:38:01 AM,Game Time: 203.3793,Water Flow Sensor percentage changed From:35.9% To: 36.5%
Time: 09:38:02 AM,Game Time: 203.446,Water Flow Sensor percentage changed From:14.3% To: 14.5%
Time: 09:38:02 AM,Game Time: 203.4793,Water Flow Sensor percentage changed From:1.5% To: 1.6%
Time: 09:38:02 AM,Game Time: 203.4793,Water Flow Sensor percentage changed From:14.5% To: 14.6%
Time: 09:38:02 AM,Game Time: 203.5126,Water Flow Sensor percentage changed From:14.6% To: 14.7%
Time: 09:38:02 AM,Game Time: 203.546,Water Flow Sensor percentage changed From:5.1% To: 5.2%
Time: 09:38:02 AM,Game Time: 203.546,Water Flow Sensor percentage changed From:14.7% To: 14.8%
Time: 09:38:02 AM,Game Time: 203.5793,Water Flow Sensor percentage changed From:9.7% To: 9.8%
Time: 09:38:02 AM,Game Time: 203.5793,Water Flow Sensor percentage changed From:36.5% To: 37.9%
Time: 09:38:02 AM,Game Time: 203.646,Water Flow Sensor percentage changed From:9.8% To: 9.9%
Time: 09:38:02 AM,Game Time: 203.646,Water Flow Sensor percentage changed From:5.2% To: 5.3%
Time: 09:38:02 AM,Game Time: 203.646,Water Flow Sensor percentage changed From:37.9% To: 38.6%
Time: 09:38:02 AM,Game Time: 203.7793,Water Flow Sensor percentage changed From:38.6% To: 38.7%
Time: 09:38:02 AM,Game Time: 203.8126,Water Flow Sensor percentage changed From:9.9% To: 10%
Time: 09:38:02 AM,Game Time: 203.846,Water Flow Sensor percentage changed From:10% To: 10.1%
Time: 09:38:02 AM,Game Time: 203.9126,Water Flow Sensor percentage changed From:14.8% To: 14.9%
Time: 09:38:02 AM,Game Time: 203.9126,Water Flow Sensor percentage changed From:38.7% To: 39%
Time: 09:38:02 AM,Game Time: 203.946,Water Flow Sensor percentage changed From:14.9% To: 15%
Time: 09:38:02 AM,Game Time: 204.0126,Water Flow Sensor percentage changed From:15% To: 15.1%
Time: 09:38:02 AM,Game Time: 204.046,Water Flow Sensor percentage changed From:1.7% To: 1.8%
Time: 09:38:03 AM,Game Time: 204.0793,Water Flow Sensor percentage changed From:15.1% To: 15.2%
Time: 09:38:03 AM,Game Time: 204.1126,Water Flow Sensor percentage changed From:39% To: 41.5%
Time: 09:38:03 AM,Game Time: 204.146,Water Flow Sensor percentage changed From:1.6% To: 1.7%
Time: 09:38:03 AM,Game Time: 204.146,Water Flow Sensor percentage changed From:15.2% To: 15.3%
Time: 09:38:03 AM,Game Time: 204.2109,Water Flow Sensor percentage changed From:41.5% To: 46.8%
Time: 09:38:03 AM,Game Time: 204.2775,Water Flow Sensor percentage changed From:46.8% To: 48.3%
Time: 09:38:03 AM,Game Time: 204.3109,Water Flow Sensor percentage changed From:15.3% To: 15.4%
Time: 09:38:03 AM,Game Time: 204.3775,Water Flow Sensor percentage changed From:48.3% To: 48.4%
Time: 09:38:03 AM,Game Time: 204.4109,Water Flow Sensor percentage changed From:15.4% To: 15.5%
Time: 09:38:03 AM,Game Time: 204.4109,Water Flow Sensor percentage changed From:48.4% To: 49.3%
Time: 09:38:03 AM,Game Time: 204.4442,Water Flow Sensor percentage changed From:49.3% To: 50.3%
Time: 09:38:03 AM,Game Time: 204.4442,Data Card Added: Rainfall Harvested Data Card
Time: 09:38:03 AM,Game Time: 204.5442,Water Flow Sensor percentage changed From:15.5% To: 15.6%
Time: 09:38:03 AM,Game Time: 204.5775,Water Flow Sensor percentage changed From:50.3% To: 50.7%
Time: 09:38:03 AM,Game Time: 204.6109,Water Flow Sensor percentage changed From:10.1% To: 10.2%
Time: 09:38:03 AM,Game Time: 204.6109,Water Flow Sensor percentage changed From:5.3% To: 5.4%
Time: 09:38:03 AM,Game Time: 204.6109,Water Flow Sensor percentage changed From:50.7% To: 51%
Time: 09:38:03 AM,Game Time: 204.6442,Water Flow Sensor percentage changed From:5.4% To: 5.5%
Time: 09:38:03 AM,Game Time: 204.6442,Water Flow Sensor percentage changed From:15.6% To: 15.7%
Time: 09:38:03 AM,Game Time: 204.6442,Water Flow Sensor percentage changed From:51% To: 51.6%
Time: 09:38:03 AM,Game Time: 204.7099,Water Flow Sensor percentage changed From:15.7% To: 15.8%
Time: 09:38:03 AM,Game Time: 204.7099,Water Flow Sensor percentage changed From:51.6% To: 51.7%
Time: 09:38:03 AM,Game Time: 204.7432,Water Flow Sensor percentage changed From:15.8% To: 15.9%
Time: 09:38:04 AM,Game Time: 204.8099,Water Flow Sensor percentage changed From:15.9% To: 16%
Time: 09:38:04 AM,Game Time: 204.8432,Water Flow Sensor percentage changed From:10.2% To: 10.3%
Time: 09:38:04 AM,Game Time: 204.8765,Water Flow Sensor percentage changed From:16% To: 16.1%
Time: 09:38:04 AM,Game Time: 204.8765,Water Flow Sensor percentage changed From:51.7% To: 52.2%
Time: 09:38:04 AM,Game Time: 204.9432,Water Flow Sensor percentage changed From:1.7% To: 1.8%
Time: 09:38:04 AM,Game Time: 204.9765,Water Flow Sensor percentage changed From:52.2% To: 52.4%
Time: 09:38:04 AM,Game Time: 205.0099,Water Flow Sensor percentage changed From:1.8% To: 1.9%
Time: 09:38:04 AM,Game Time: 205.0099,Water Flow Sensor percentage changed From:16.1% To: 16.3%
Time: 09:38:04 AM,Game Time: 205.0099,Water Flow Sensor percentage changed From:52.4% To: 52.9%
Time: 09:38:04 AM,Game Time: 205.0432,Water Flow Sensor percentage changed From:52.9% To: 53.3%
Time: 09:38:04 AM,Game Time: 205.0766,Water Flow Sensor percentage changed From:16.3% To: 16.4%
Time: 09:38:04 AM,Game Time: 205.1099,Water Flow Sensor percentage changed From:16.4% To: 16.5%
Time: 09:38:04 AM,Game Time: 205.1099,Water Flow Sensor percentage changed From:53.3% To: 53.4%
Time: 09:38:04 AM,Game Time: 205.1432,Water Flow Sensor percentage changed From:53.4% To: 53.7%
Time: 09:38:04 AM,Game Time: 205.2087,Water Flow Sensor percentage changed From:1.9% To: 2%
Time: 09:38:04 AM,Game Time: 205.2421,Water Flow Sensor percentage changed From:53.7% To: 53.9%
Time: 09:38:04 AM,Game Time: 205.3087,Water Flow Sensor percentage changed From:53.9% To: 54.1%
Time: 09:38:04 AM,Game Time: 205.3421,Water Flow Sensor percentage changed From:16.5% To: 16.6%
Time: 09:38:04 AM,Game Time: 205.3421,Water Flow Sensor percentage changed From:54.1% To: 54.2%
Time: 09:38:04 AM,Game Time: 205.4754,Water Flow Sensor percentage changed From:54.2% To: 54.3%
Time: 09:38:04 AM,Game Time: 205.5075,Water Flow Sensor percentage changed From:16.6% To: 16.7%
Time: 09:38:04 AM,Game Time: 205.5075,Water Flow Sensor percentage changed From:54.3% To: 54.5%
Time: 09:38:05 AM,Game Time: 205.6408,Water Flow Sensor percentage changed From:5.5% To: 5.6%
Time: 09:38:05 AM,Game Time: 205.6408,Water Flow Sensor percentage changed From:16.7% To: 16.8%
Time: 09:38:05 AM,Game Time: 205.6408,Water Flow Sensor percentage changed From:54.5% To: 54.6%
Time: 09:38:05 AM,Game Time: 205.6741,Water Flow Sensor percentage changed From:10.3% To: 10.4%
Time: 09:38:05 AM,Game Time: 205.7075,Water Flow Sensor percentage changed From:10.4% To: 10.5%
Time: 09:38:05 AM,Game Time: 205.7075,Water Flow Sensor percentage changed From:16.8% To: 16.9%
Time: 09:38:05 AM,Game Time: 205.8707,Water Flow Sensor percentage changed From:16.9% To: 17.1%
Time: 09:38:05 AM,Game Time: 205.9041,Water Flow Sensor percentage changed From:17.1% To: 17.2%
Time: 09:38:05 AM,Game Time: 205.9041,Water Flow Sensor percentage changed From:54.6% To: 54.7%
Time: 09:38:05 AM,Game Time: 205.9707,Water Flow Sensor percentage changed From:54.7% To: 54.9%
Time: 09:38:05 AM,Game Time: 206.0374,Water Flow Sensor percentage changed From:17.2% To: 17.3%
Time: 09:38:05 AM,Game Time: 206.0693,Water Flow Sensor percentage changed From:1.8% To: 1.9%
Time: 09:38:05 AM,Game Time: 206.2359,Water Flow Sensor percentage changed From:5.6% To: 5.7%
Time: 09:38:05 AM,Game Time: 206.2693,Water Flow Sensor percentage changed From:54.9% To: 55%
Time: 09:38:06 AM,Game Time: 206.4026,Water Flow Sensor percentage changed From:17.3% To: 17.4%
Time: 09:38:06 AM,Game Time: 206.7012,Water Flow Sensor percentage changed From:10.5% To: 10.6%
Time: 09:38:06 AM,Game Time: 206.7012,Water Flow Sensor percentage changed From:5.7% To: 5.8%
Time: 09:38:06 AM,Game Time: 206.7012,Water Flow Sensor percentage changed From:17.4% To: 17.5%
Time: 09:38:06 AM,Game Time: 206.8658,Water Flow Sensor percentage changed From:17.5% To: 17.6%
Time: 09:38:06 AM,Game Time: 206.8992,Water Flow Sensor percentage changed From:10.6% To: 10.7%
Time: 09:38:06 AM,Game Time: 206.9325,Water Flow Sensor percentage changed From:55% To: 55.1%
Time: 09:38:07 AM,Game Time: 207.0992,Water Flow Sensor percentage changed From:10.7% To: 10.8%
Time: 09:38:07 AM,Game Time: 207.1658,Water Flow Sensor percentage changed From:2% To: 2.1%
Time: 09:38:07 AM,Game Time: 207.1992,Water Flow Sensor percentage changed From:10.8% To: 10.9%
Time: 09:38:07 AM,Game Time: 207.1992,Water Flow Sensor percentage changed From:17.6% To: 17.7%
Time: 09:38:07 AM,Game Time: 207.3992,Water Flow Sensor percentage changed From:8.1% To: 8.2%
Time: 09:38:07 AM,Game Time: 207.4658,Water Flow Sensor percentage changed From:17.7% To: 17.8%
Time: 09:38:07 AM,Game Time: 207.4992,Water Flow Sensor percentage changed From:2.2% To: 2.3%
Time: 09:38:07 AM,Game Time: 207.4992,Water Flow Sensor percentage changed From:17.8% To: 17.9%
Time: 09:38:07 AM,Game Time: 207.6645,Water Flow Sensor percentage changed From:17.9% To: 18%
Time: 09:38:07 AM,Game Time: 207.6645,Water Flow Sensor percentage changed From:8.2% To: 8.3%
Time: 09:38:07 AM,Game Time: 207.6979,Water Flow Sensor percentage changed From:18% To: 18.1%
Time: 09:38:07 AM,Game Time: 207.7312,Water Flow Sensor percentage changed From:2.1% To: 2.2%
Time: 09:38:07 AM,Game Time: 207.7312,Water Flow Sensor percentage changed From:55.1% To: 55.2%
Time: 09:38:07 AM,Game Time: 207.8312,Water Flow Sensor percentage changed From:5.8% To: 5.9%
Time: 09:38:08 AM,Game Time: 208.2291,Water Flow Sensor percentage changed From:10.9% To: 11%
Time: 09:38:08 AM,Game Time: 208.2625,Water Flow Sensor percentage changed From:2.3% To: 2.4%
Time: 09:38:08 AM,Game Time: 208.2625,Water Flow Sensor percentage changed From:2.2% To: 2.3%
Time: 09:38:08 AM,Game Time: 208.2625,Water Flow Sensor percentage changed From:18.1% To: 18.2%
Time: 09:38:08 AM,Game Time: 208.2958,Water Flow Sensor percentage changed From:11% To: 11.1%
Time: 09:38:08 AM,Game Time: 208.3614,Water Flow Sensor percentage changed From:18.2% To: 18.3%
Time: 09:38:09 AM,Game Time: 208.6577,Water Flow Sensor percentage changed From:18.3% To: 18.4%
Time: 09:38:09 AM,Game Time: 208.7226,Water Flow Sensor percentage changed From:11.1% To: 11.2%
